Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Water_Intake,Daily_Steps,Disease_Prediction
Polar Bear,Exotic,14,Male,678.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,76,34.1 L,8935,Healthy
Polar Bear,Exotic,8,Male,453.0 kg,Labored Breathing,Weakness,Coughing,Eye Discharge,1 week,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,38.3°C,96,20.7 L,4749,Nutritional Deficiency
Polar Bear,Exotic,22,Male,431.6 kg,Weight Loss,Dehydration,Coughing,Lethargy,2 weeks,Yes,No,Yes,Yes,Yes,No,Yes,No,No,40.6°C,112,4.2 L,4509,Viral Infection
Polar Bear,Exotic,12,Female,644.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,80,47.5 L,7131,Healthy
Polar Bear,Exotic,18,Female,475.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,80,33.2 L,11478,Healthy
Polar Bear,Exotic,22,Female,535.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,65,36.0 L,10958,Healthy
Polar Bear,Exotic,5,Male,651.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.0°C,71,40.1 L,10122,Healthy
Polar Bear,Exotic,16,Male,620.9 kg,Skin Lesions,Appetite Loss,Fever,Diarrhea,4 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,125,21.5 L,2472,Fungal Dermatitis
Polar Bear,Exotic,16,Female,653.7 kg,Labored Breathing,Weight Loss,Coughing,Skin Lesions,2 weeks,No,No,Yes,Yes,Yes,No,Yes,No,No,38.6°C,109,20.6 L,3345,Bacterial Pneumonia
Polar Bear,Exotic,2,Male,597.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,67,30.8 L,8422,Healthy
Polar Bear,Exotic,23,Male,614.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,83,43.8 L,7938,Healthy
Polar Bear,Exotic,21,Female,586.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,64,39.4 L,9304,Healthy
Polar Bear,Exotic,17,Male,410.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,60,37.8 L,11773,Healthy
Polar Bear,Exotic,24,Female,515.2 kg,Lameness,Appetite Loss,Dehydration,Diarrhea,3 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,40.0°C,95,19.7 L,4078,Nutritional Deficiency
Polar Bear,Exotic,16,Male,518.0 kg,Labored Breathing,Weakness,Diarrhea,Lameness,2 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,40.8°C,112,23.3 L,4773,Parasitic Gastritis
Polar Bear,Exotic,13,Female,310.0 kg,Eye Discharge,Coughing,Appetite Loss,Labored Breathing,2 weeks,Yes,No,No,Yes,Yes,Yes,No,No,Yes,40.0°C,93,17.6 L,4341,Heat Stress
Polar Bear,Exotic,14,Male,298.0 kg,Labored Breathing,Skin Lesions,Diarrhea,Lameness,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,38.5°C,121,5.6 L,4678,Bacterial Pneumonia
Polar Bear,Exotic,24,Female,348.7 kg,Weight Loss,Sneezing,Diarrhea,Fever,2 weeks,Yes,Yes,Yes,No,Yes,No,No,No,No,38.7°C,104,23.4 L,3790,Bacterial Pneumonia
Polar Bear,Exotic,20,Female,513.3 kg,Appetite Loss,Coughing,Nasal Discharge,Vomiting,4 days,Yes,Yes,No,Yes,No,No,No,Yes,Yes,40.9°C,94,12.2 L,1627,Parasitic Gastritis
Polar Bear,Exotic,4,Male,649.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,62,47.7 L,7927,Healthy
Polar Bear,Exotic,6,Female,689.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,84,30.8 L,10576,Healthy
Polar Bear,Exotic,8,Female,611.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,66,42.0 L,7157,Healthy
Polar Bear,Exotic,23,Male,641.6 kg,Dehydration,Lethargy,Weight Loss,Lameness,10 days,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,40.2°C,91,16.2 L,3565,Viral Infection
Polar Bear,Exotic,21,Male,468.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,65,32.9 L,9739,Healthy
Polar Bear,Exotic,2,Female,257.3 kg,Lameness,Skin Lesions,Appetite Loss,Dehydration,1 week,Yes,No,No,Yes,No,Yes,Yes,No,Yes,40.3°C,119,17.6 L,3560,Viral Infection
Polar Bear,Exotic,3,Female,362.4 kg,Dehydration,Appetite Loss,Fever,Lethargy,1 week,Yes,Yes,No,No,Yes,No,No,No,No,38.9°C,118,14.5 L,1553,Nutritional Deficiency
Polar Bear,Exotic,6,Male,627.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,75,32.8 L,9871,Healthy
Polar Bear,Exotic,18,Male,347.9 kg,Lameness,Vomiting,Fever,Diarrhea,4 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,39.1°C,110,3.6 L,1626,Parasitic Gastritis
Polar Bear,Exotic,23,Male,548.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,62,45.6 L,8539,Healthy
Polar Bear,Exotic,3,Male,595.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.0°C,63,48.0 L,8238,Healthy
Polar Bear,Exotic,23,Male,641.1 kg,Dehydration,Sneezing,Fever,Vomiting,10 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,39.3°C,106,6.6 L,857,Fungal Dermatitis
Polar Bear,Exotic,10,Female,522.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,89,32.1 L,9247,Healthy
Polar Bear,Exotic,4,Male,263.8 kg,Appetite Loss,Sneezing,Lameness,Lethargy,2 days,Yes,Yes,No,No,Yes,Yes,No,No,No,38.7°C,121,16.6 L,1713,Heat Stress
Polar Bear,Exotic,6,Male,587.1 kg,Eye Discharge,Dehydration,Vomiting,Weakness,2 weeks,Yes,Yes,No,No,Yes,No,No,No,Yes,38.9°C,104,22.4 L,833,Parasitic Gastritis
Polar Bear,Exotic,4,Male,517.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,65,36.9 L,11743,Healthy
Polar Bear,Exotic,8,Male,368.0 kg,Appetite Loss,Weakness,Diarrhea,Lethargy,3 weeks,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,40.3°C,96,16.6 L,3407,Bacterial Pneumonia
Polar Bear,Exotic,21,Female,566.3 kg,Labored Breathing,Nasal Discharge,Fever,Dehydration,10 days,Yes,Yes,No,No,Yes,No,No,Yes,Yes,39.4°C,94,9.1 L,3863,Bacterial Pneumonia
Polar Bear,Exotic,13,Female,381.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,67,32.2 L,10939,Healthy
Polar Bear,Exotic,12,Female,625.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,62,40.5 L,9721,Healthy
Polar Bear,Exotic,17,Female,526.0 kg,Weight Loss,Eye Discharge,Lameness,Lethargy,1 week,Yes,No,No,Yes,No,Yes,No,No,Yes,39.3°C,120,6.6 L,1460,Viral Infection
Polar Bear,Exotic,14,Female,644.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,84,36.8 L,8655,Healthy
Polar Bear,Exotic,23,Female,590.8 kg,Lethargy,Weight Loss,Lameness,Sneezing,3 weeks,No,Yes,Yes,No,Yes,Yes,No,No,No,39.2°C,109,19.0 L,3385,Nutritional Deficiency
Polar Bear,Exotic,13,Female,502.8 kg,Fever,Lethargy,Lameness,Appetite Loss,10 days,Yes,No,No,No,Yes,Yes,No,No,Yes,40.3°C,113,8.9 L,2834,Heat Stress
Polar Bear,Exotic,7,Female,412.2 kg,Nasal Discharge,Coughing,Lethargy,Vomiting,2 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.9°C,102,20.7 L,902,Heat Stress
Polar Bear,Exotic,15,Female,574.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,89,36.3 L,9509,Healthy
Polar Bear,Exotic,22,Female,370.6 kg,Coughing,Diarrhea,Sneezing,Lameness,10 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,39.6°C,100,10.3 L,1279,Parasitic Gastritis
Polar Bear,Exotic,22,Female,588.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,61,38.0 L,8356,Healthy
Polar Bear,Exotic,15,Male,311.5 kg,Sneezing,Labored Breathing,Appetite Loss,Nasal Discharge,2 days,Yes,Yes,No,No,Yes,No,No,Yes,No,38.3°C,110,5.8 L,3566,Nutritional Deficiency
Polar Bear,Exotic,5,Male,305.4 kg,Skin Lesions,Eye Discharge,Lameness,Nasal Discharge,4 days,Yes,No,No,No,No,Yes,Yes,Yes,Yes,39.7°C,118,16.9 L,3887,Parasitic Gastritis
Polar Bear,Exotic,17,Female,479.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,81,49.7 L,8842,Healthy
Polar Bear,Exotic,18,Female,575.3 kg,Coughing,Vomiting,Fever,Diarrhea,2 days,No,Yes,Yes,Yes,Yes,No,No,Yes,No,40.4°C,117,16.1 L,1240,Heat Stress
Polar Bear,Exotic,5,Male,653.4 kg,Weakness,Lethargy,Fever,Appetite Loss,4 days,Yes,No,No,No,No,No,No,No,Yes,40.8°C,112,16.8 L,466,Viral Infection
Polar Bear,Exotic,22,Female,408.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,85,30.2 L,11719,Healthy
Polar Bear,Exotic,17,Female,480.2 kg,Sneezing,Weakness,Nasal Discharge,Lethargy,2 days,Yes,No,No,No,No,No,Yes,Yes,Yes,40.7°C,129,7.6 L,813,Viral Infection
Polar Bear,Exotic,3,Female,519.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.0°C,83,34.8 L,9260,Healthy
Polar Bear,Exotic,3,Female,654.8 kg,Fever,Dehydration,Eye Discharge,Lethargy,10 days,Yes,Yes,No,No,Yes,No,No,No,Yes,38.3°C,106,21.3 L,2101,Fungal Dermatitis
Polar Bear,Exotic,11,Male,597.2 kg,Eye Discharge,Labored Breathing,Diarrhea,Appetite Loss,1 week,Yes,Yes,Yes,No,Yes,No,No,No,Yes,39.4°C,112,6.1 L,3999,Fungal Dermatitis
Polar Bear,Exotic,2,Female,410.2 kg,Lethargy,Diarrhea,Vomiting,Skin Lesions,1 week,No,Yes,Yes,Yes,Yes,No,Yes,No,No,39.4°C,103,18.9 L,4518,Viral Infection
Polar Bear,Exotic,24,Male,579.4 kg,Eye Discharge,Labored Breathing,Appetite Loss,Lethargy,2 days,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,38.5°C,107,23.7 L,4023,Viral Infection
Polar Bear,Exotic,21,Female,366.8 kg,Weight Loss,Labored Breathing,Lethargy,Dehydration,1 week,Yes,No,No,No,Yes,Yes,No,Yes,No,40.7°C,98,11.3 L,3468,Bacterial Pneumonia
Polar Bear,Exotic,20,Male,570.5 kg,Fever,Weakness,Coughing,Diarrhea,3 weeks,No,No,Yes,Yes,No,No,No,Yes,Yes,38.0°C,124,5.6 L,1072,Nutritional Deficiency
Polar Bear,Exotic,13,Male,661.4 kg,Skin Lesions,Weakness,Nasal Discharge,Sneezing,2 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.9°C,110,8.5 L,2513,Viral Infection
Polar Bear,Exotic,13,Female,540.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,89,40.1 L,8655,Healthy
Polar Bear,Exotic,8,Male,446.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,66,47.3 L,11646,Healthy
Polar Bear,Exotic,2,Male,333.2 kg,Vomiting,Eye Discharge,Weight Loss,Skin Lesions,1 week,Yes,Yes,No,Yes,No,No,Yes,No,Yes,39.5°C,125,15.1 L,1132,Fungal Dermatitis
Polar Bear,Exotic,13,Female,347.7 kg,Skin Lesions,Lameness,Dehydration,Fever,4 days,Yes,No,No,No,Yes,Yes,Yes,No,No,39.7°C,128,15.8 L,2040,Viral Infection
Polar Bear,Exotic,20,Male,351.6 kg,Lameness,Fever,Nasal Discharge,Coughing,2 days,Yes,No,No,Yes,No,Yes,No,Yes,No,39.7°C,92,17.0 L,4367,Bacterial Pneumonia
Polar Bear,Exotic,14,Female,342.6 kg,Fever,Appetite Loss,Eye Discharge,Lameness,4 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,38.6°C,99,22.1 L,3739,Heat Stress
Polar Bear,Exotic,20,Female,582.4 kg,Sneezing,Appetite Loss,Diarrhea,Dehydration,4 days,Yes,No,Yes,No,Yes,No,No,No,No,40.2°C,124,11.5 L,3261,Parasitic Gastritis
Polar Bear,Exotic,10,Male,520.0 kg,Diarrhea,Labored Breathing,Eye Discharge,Lethargy,2 weeks,Yes,No,Yes,No,Yes,No,No,No,Yes,38.4°C,114,20.5 L,3608,Nutritional Deficiency
Polar Bear,Exotic,12,Female,612.0 kg,Nasal Discharge,Appetite Loss,Coughing,Weakness,2 weeks,Yes,No,No,Yes,Yes,Yes,No,Yes,No,40.3°C,103,22.0 L,4329,Parasitic Gastritis
Polar Bear,Exotic,16,Female,416.9 kg,Weight Loss,Eye Discharge,Weakness,Labored Breathing,2 days,Yes,No,No,No,Yes,No,No,No,Yes,38.9°C,93,6.0 L,2435,Fungal Dermatitis
Polar Bear,Exotic,21,Male,677.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,68,48.9 L,10247,Healthy
Polar Bear,Exotic,13,Male,613.4 kg,Coughing,Lethargy,Fever,Weight Loss,3 weeks,Yes,No,No,Yes,Yes,No,No,No,Yes,40.0°C,113,6.3 L,4634,Nutritional Deficiency
Polar Bear,Exotic,19,Male,534.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,65,42.7 L,9986,Healthy
Polar Bear,Exotic,9,Female,483.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,75,30.9 L,7998,Healthy
Polar Bear,Exotic,6,Female,522.4 kg,Labored Breathing,Dehydration,Appetite Loss,Diarrhea,4 days,Yes,No,Yes,No,Yes,No,No,Yes,No,38.9°C,120,19.4 L,1310,Viral Infection
Polar Bear,Exotic,24,Male,364.6 kg,Weakness,Fever,Labored Breathing,Appetite Loss,1 week,Yes,No,No,No,Yes,No,No,Yes,No,40.2°C,113,8.0 L,3465,Viral Infection
Polar Bear,Exotic,22,Female,516.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,61,34.6 L,7123,Healthy
Polar Bear,Exotic,4,Female,513.1 kg,Skin Lesions,Coughing,Weakness,Eye Discharge,1 week,Yes,Yes,No,Yes,No,No,Yes,No,Yes,38.0°C,104,13.4 L,2643,Bacterial Pneumonia
Polar Bear,Exotic,11,Male,544.7 kg,Fever,Lameness,Labored Breathing,Appetite Loss,2 days,Yes,Yes,No,No,Yes,Yes,No,No,No,38.8°C,127,6.1 L,1609,Bacterial Pneumonia
Polar Bear,Exotic,23,Female,532.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,76,37.8 L,8061,Healthy
Polar Bear,Exotic,17,Female,413.7 kg,Coughing,Fever,Weakness,Weight Loss,3 weeks,Yes,Yes,Yes,Yes,No,No,No,Yes,No,39.5°C,128,4.4 L,1475,Fungal Dermatitis
Polar Bear,Exotic,12,Female,529.7 kg,Appetite Loss,Diarrhea,Coughing,Lameness,4 days,Yes,No,Yes,Yes,No,Yes,No,Yes,No,38.7°C,101,8.3 L,4562,Bacterial Pneumonia
Polar Bear,Exotic,21,Male,409.7 kg,Diarrhea,Weakness,Eye Discharge,Nasal Discharge,1 week,Yes,No,Yes,No,No,No,No,Yes,Yes,39.2°C,93,12.4 L,2740,Heat Stress
Polar Bear,Exotic,11,Male,495.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,81,40.7 L,9164,Healthy
Polar Bear,Exotic,17,Female,454.0 kg,Nasal Discharge,Appetite Loss,Dehydration,Sneezing,2 weeks,Yes,Yes,No,No,Yes,No,No,Yes,No,39.0°C,107,16.4 L,1375,Parasitic Gastritis
Polar Bear,Exotic,19,Female,435.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,82,43.2 L,10581,Healthy
Polar Bear,Exotic,1,Male,382.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.5°C,83,40.0 L,9756,Healthy
Polar Bear,Exotic,4,Male,694.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,76,35.2 L,7448,Healthy
Polar Bear,Exotic,9,Female,371.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,88,44.6 L,10996,Healthy
Polar Bear,Exotic,8,Male,520.8 kg,Coughing,Nasal Discharge,Vomiting,Lameness,2 weeks,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,38.9°C,108,13.5 L,1716,Fungal Dermatitis
Polar Bear,Exotic,11,Female,401.8 kg,Dehydration,Weight Loss,Eye Discharge,Fever,2 days,Yes,No,Yes,Yes,No,No,No,Yes,Yes,40.1°C,100,12.5 L,1186,Viral Infection
Polar Bear,Exotic,15,Female,691.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,89,32.5 L,7991,Healthy
Polar Bear,Exotic,11,Male,485.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,82,44.2 L,8498,Healthy
Polar Bear,Exotic,18,Male,470.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,65,47.0 L,7244,Healthy
Polar Bear,Exotic,22,Female,664.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,61,48.7 L,8026,Healthy
Polar Bear,Exotic,11,Male,603.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,67,37.4 L,7846,Healthy
Polar Bear,Exotic,7,Male,475.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,64,44.0 L,8329,Healthy
Polar Bear,Exotic,2,Male,615.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.9°C,83,34.0 L,11871,Healthy
Polar Bear,Exotic,14,Female,506.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,73,38.8 L,9334,Healthy
Polar Bear,Exotic,6,Female,429.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,70,35.7 L,9033,Healthy
Polar Bear,Exotic,17,Male,479.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,76,45.6 L,10832,Healthy
Polar Bear,Exotic,10,Male,393.6 kg,Coughing,Nasal Discharge,Weight Loss,Vomiting,2 weeks,No,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,103,7.6 L,3309,Viral Infection
Polar Bear,Exotic,18,Female,654.4 kg,Lethargy,Sneezing,Skin Lesions,Weakness,2 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,40.5°C,110,23.0 L,1462,Bacterial Pneumonia
Polar Bear,Exotic,2,Female,624.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,80,31.0 L,9080,Healthy
Polar Bear,Exotic,21,Female,550.8 kg,Vomiting,Lethargy,Nasal Discharge,Lameness,1 week,Yes,Yes,No,No,No,Yes,No,Yes,No,39.3°C,127,23.9 L,3635,Bacterial Pneumonia
Polar Bear,Exotic,1,Male,298.3 kg,Coughing,Eye Discharge,Weight Loss,Nasal Discharge,2 weeks,Yes,Yes,No,Yes,No,No,No,Yes,Yes,39.5°C,120,17.6 L,4404,Heat Stress
Polar Bear,Exotic,12,Male,573.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,67,43.1 L,8437,Healthy
Polar Bear,Exotic,4,Male,646.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.6°C,67,43.0 L,11856,Healthy
Polar Bear,Exotic,21,Male,413.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,89,33.3 L,10099,Healthy
Polar Bear,Exotic,7,Male,395.6 kg,Appetite Loss,Fever,Dehydration,Weight Loss,4 days,Yes,No,Yes,No,No,No,No,Yes,No,40.8°C,100,6.1 L,2466,Viral Infection
Polar Bear,Exotic,22,Male,633.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.2°C,73,38.6 L,10467,Healthy
Polar Bear,Exotic,4,Female,461.4 kg,Lameness,Labored Breathing,Fever,Nasal Discharge,3 weeks,No,No,No,No,Yes,Yes,No,Yes,No,39.4°C,90,11.3 L,2210,Nutritional Deficiency
Polar Bear,Exotic,19,Male,602.4 kg,Vomiting,Coughing,Nasal Discharge,Eye Discharge,4 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,128,8.9 L,3980,Bacterial Pneumonia
Polar Bear,Exotic,24,Female,288.4 kg,Dehydration,Skin Lesions,Labored Breathing,Lethargy,2 weeks,No,No,No,Yes,Yes,No,Yes,No,Yes,38.2°C,100,8.6 L,3418,Viral Infection
Polar Bear,Exotic,24,Female,393.5 kg,Labored Breathing,Lameness,Coughing,Lethargy,2 weeks,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,109,21.9 L,4260,Viral Infection
Polar Bear,Exotic,23,Male,438.7 kg,Lameness,Appetite Loss,Weakness,Dehydration,4 days,Yes,Yes,Yes,Yes,No,Yes,No,No,No,40.7°C,97,11.3 L,959,Heat Stress
Polar Bear,Exotic,20,Male,317.0 kg,Weakness,Sneezing,Dehydration,Appetite Loss,10 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.5°C,95,18.8 L,3850,Heat Stress
Polar Bear,Exotic,1,Male,637.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.3°C,86,36.4 L,9043,Healthy
Polar Bear,Exotic,8,Male,649.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,80,30.9 L,7143,Healthy
Polar Bear,Exotic,10,Male,416.0 kg,Labored Breathing,Coughing,Weight Loss,Diarrhea,10 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,38.7°C,107,23.9 L,3473,Fungal Dermatitis
Polar Bear,Exotic,11,Male,418.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,62,44.5 L,7674,Healthy
Polar Bear,Exotic,9,Male,538.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,77,30.4 L,7673,Healthy
Polar Bear,Exotic,8,Female,456.3 kg,Skin Lesions,Weight Loss,Lethargy,Nasal Discharge,3 weeks,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,40.2°C,96,20.2 L,2523,Nutritional Deficiency
Polar Bear,Exotic,10,Female,353.1 kg,Eye Discharge,Weakness,Labored Breathing,Fever,2 weeks,No,No,No,Yes,Yes,No,Yes,No,Yes,40.5°C,95,22.1 L,2563,Nutritional Deficiency
Polar Bear,Exotic,24,Male,491.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.0°C,75,33.0 L,7040,Healthy
Polar Bear,Exotic,3,Male,400.9 kg,Lameness,Fever,Skin Lesions,Labored Breathing,3 weeks,Yes,Yes,No,No,Yes,Yes,Yes,No,No,39.9°C,100,14.4 L,2616,Parasitic Gastritis
Polar Bear,Exotic,14,Male,510.9 kg,Diarrhea,Eye Discharge,Lethargy,Sneezing,1 week,No,Yes,Yes,No,Yes,No,No,Yes,Yes,38.1°C,91,14.5 L,1526,Fungal Dermatitis
Polar Bear,Exotic,2,Male,473.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,74,40.4 L,7959,Healthy
Polar Bear,Exotic,21,Female,386.8 kg,Lethargy,Eye Discharge,Appetite Loss,Skin Lesions,2 days,Yes,No,No,Yes,No,No,Yes,No,Yes,38.4°C,103,6.7 L,1391,Nutritional Deficiency
Polar Bear,Exotic,2,Female,426.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.4°C,63,37.4 L,8481,Healthy
Polar Bear,Exotic,10,Male,470.5 kg,Weight Loss,Weakness,Labored Breathing,Coughing,10 days,Yes,Yes,No,Yes,Yes,No,No,No,No,40.1°C,112,17.9 L,2052,Bacterial Pneumonia
Polar Bear,Exotic,23,Female,399.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,66,31.1 L,7740,Healthy
Polar Bear,Exotic,22,Female,275.3 kg,Sneezing,Labored Breathing,Weight Loss,Coughing,1 week,No,No,No,Yes,Yes,No,No,No,No,38.2°C,92,24.8 L,4754,Heat Stress
Polar Bear,Exotic,1,Male,520.0 kg,Dehydration,Nasal Discharge,Weight Loss,Lameness,1 week,No,No,No,No,Yes,Yes,No,Yes,No,38.2°C,102,3.6 L,1296,Parasitic Gastritis
Polar Bear,Exotic,1,Male,510.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,60,48.2 L,9608,Healthy
Polar Bear,Exotic,8,Male,508.9 kg,Vomiting,Sneezing,Coughing,Weakness,10 days,No,Yes,Yes,Yes,No,No,No,No,No,39.7°C,125,21.5 L,1966,Bacterial Pneumonia
Polar Bear,Exotic,10,Female,498.1 kg,Lameness,Vomiting,Labored Breathing,Skin Lesions,10 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,38.6°C,123,14.1 L,1990,Nutritional Deficiency
Polar Bear,Exotic,4,Female,545.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.7°C,70,32.6 L,9566,Healthy
Polar Bear,Exotic,17,Male,504.1 kg,Weakness,Lameness,Nasal Discharge,Appetite Loss,10 days,Yes,No,No,No,No,Yes,No,Yes,No,40.8°C,96,6.2 L,4784,Nutritional Deficiency
Polar Bear,Exotic,9,Female,566.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.8°C,81,39.4 L,11635,Healthy
Polar Bear,Exotic,19,Male,467.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,64,37.1 L,9064,Healthy
Polar Bear,Exotic,19,Male,415.6 kg,Eye Discharge,Dehydration,Coughing,Vomiting,2 weeks,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.9°C,119,19.1 L,3978,Parasitic Gastritis
Polar Bear,Exotic,12,Male,546.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.4°C,62,37.5 L,10113,Healthy
Polar Bear,Exotic,9,Male,414.3 kg,Skin Lesions,Appetite Loss,Weakness,Dehydration,4 days,Yes,Yes,No,No,No,Yes,Yes,No,No,40.2°C,114,23.4 L,748,Heat Stress
Polar Bear,Exotic,3,Female,463.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,37.1°C,75,38.4 L,7438,Healthy
Polar Bear,Exotic,13,Female,273.2 kg,Dehydration,Vomiting,Weight Loss,Diarrhea,2 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.3°C,126,21.8 L,1061,Heat Stress
